POD[33]-EDGE[17], POD[33]-AGGREGATION[7], 0.008807
POD[8]-EDGE[11], POD[8]-AGGREGATION[7], 0.000011
POD[8]-EDGE[11], POD[8]-AGGREGATION[8], 0.000095
POD[8]-EDGE[11], POD[8]-AGGREGATION[9], 0.000091
POD[8]-EDGE[11], POD[8]-AGGREGATION[10], 0.000068
POD[8]-EDGE[11], POD[8]-AGGREGATION[11], 0.000014
POD[8]-EDGE[11], POD[8]-AGGREGATION[12], 0.000028
POD[8]-EDGE[11], POD[8]-AGGREGATION[13], 0.000098
POD[8]-EDGE[11], POD[8]-AGGREGATION[14], 0.000009
POD[8]-EDGE[11], POD[8]-AGGREGATION[15], 0.000094
POD[8]-EDGE[11], POD[8]-AGGREGATION[16], 0.000049
POD[8]-EDGE[11], POD[8]-AGGREGATION[17], 0.000024
POD[8]-EDGE[12], POD[8]-AGGREGATION[0], 0.000066
POD[8]-EDGE[12], POD[8]-AGGREGATION[1], 0.000035
POD[8]-EDGE[12], POD[8]-AGGREGATION[2], 0.000019
POD[8]-EDGE[12], POD[8]-AGGREGATION[3], 0.000090
POD[8]-EDGE[12], POD[8]-AGGREGATION[4], 0.000012
POD[8]-EDGE[12], POD[8]-AGGREGATION[5], 0.000061
POD[8]-EDGE[12], POD[8]-AGGREGATION[6], 0.000000
POD[8]-EDGE[12], POD[8]-AGGREGATION[7], 0.000067
POD[8]-EDGE[12], POD[8]-AGGREGATION[8], 0.000047
POD[8]-EDGE[12], POD[8]-AGGREGATION[9], 0.000038
POD[8]-EDGE[12], POD[8]-AGGREGATION[10], 0.000086
POD[8]-EDGE[12], POD[8]-AGGREGATION[11], 0.000039
POD[8]-EDGE[12], POD[8]-AGGREGATION[12], 0.000005
POD[8]-EDGE[12], POD[8]-AGGREGATION[13], 0.000047
POD[8]-EDGE[12], POD[8]-AGGREGATION[14], 0.000015
POD[8]-EDGE[12], POD[8]-AGGREGATION[15], 0.000033
POD[8]-EDGE[12], POD[8]-AGGREGATION[16], 0.000068
POD[8]-EDGE[12], POD[8]-AGGREGATION[17], 0.000035
POD[8]-EDGE[13], POD[8]-AGGREGATION[0], 0.000053
POD[8]-EDGE[13], POD[8]-AGGREGATION[1], 0.000041
POD[8]-EDGE[13], POD[8]-AGGREGATION[2], 0.000017
POD[8]-EDGE[13], POD[8]-AGGREGATION[3], 0.000056
POD[8]-EDGE[13], POD[8]-AGGREGATION[4], 0.000093
POD[8]-EDGE[13], POD[8]-AGGREGATION[5], 0.000054
POD[8]-EDGE[13], POD[8]-AGGREGATION[6], 0.000030
POD[8]-EDGE[13], POD[8]-AGGREGATION[7], 0.000072
POD[8]-EDGE[13], POD[8]-AGGREGATION[8], 0.000008
POD[8]-EDGE[13], POD[8]-AGGREGATION[9], 0.000043
POD[8]-EDGE[13], POD[8]-AGGREGATION[10], 0.000054
POD[8]-EDGE[13], POD[8]-AGGREGATION[11], 0.000032
POD[8]-EDGE[13], POD[8]-AGGREGATION[12], 0.000057
POD[8]-EDGE[13], POD[8]-AGGREGATION[13], 0.000081
POD[8]-EDGE[13], POD[8]-AGGREGATION[14], 0.000064
POD[8]-EDGE[13], POD[8]-AGGREGATION[15], 0.000072
POD[8]-EDGE[13], POD[8]-AGGREGATION[16], 0.000083
POD[8]-EDGE[13], POD[8]-AGGREGATION[17], 0.000017
POD[8]-EDGE[14], POD[8]-AGGREGATION[0], 0.000025
POD[8]-EDGE[14], POD[8]-AGGREGATION[1], 0.000061
POD[8]-EDGE[14], POD[8]-AGGREGATION[2], 0.000047
POD[8]-EDGE[14], POD[8]-AGGREGATION[3], 0.000093
POD[8]-EDGE[14], POD[8]-AGGREGATION[4], 0.000079
POD[8]-EDGE[14], POD[8]-AGGREGATION[5], 0.000095
POD[8]-EDGE[14], POD[8]-AGGREGATION[6], 0.000021
POD[8]-EDGE[14], POD[8]-AGGREGATION[7], 0.000085
POD[8]-EDGE[14], POD[8]-AGGREGATION[8], 0.000079
POD[8]-EDGE[14], POD[8]-AGGREGATION[9], 0.000079
POD[8]-EDGE[14], POD[8]-AGGREGATION[10], 0.000019
POD[8]-EDGE[14], POD[8]-AGGREGATION[11], 0.000087
POD[8]-EDGE[14], POD[8]-AGGREGATION[12], 0.000064
POD[8]-EDGE[14], POD[8]-AGGREGATION[13], 0.000029
POD[8]-EDGE[14], POD[8]-AGGREGATION[14], 0.000065
POD[8]-EDGE[14], POD[8]-AGGREGATION[15], 0.000070
POD[8]-EDGE[14], POD[8]-AGGREGATION[16], 0.000042
POD[8]-EDGE[14], POD[8]-AGGREGATION[17], 0.000055
POD[8]-EDGE[15], POD[8]-AGGREGATION[0], 0.000029
POD[8]-EDGE[15], POD[8]-AGGREGATION[1], 0.000045
POD[8]-EDGE[15], POD[8]-AGGREGATION[2], 0.000026
POD[8]-EDGE[15], POD[8]-AGGREGATION[3], 0.000047
POD[8]-EDGE[15], POD[8]-AGGREGATION[4], 0.000085
POD[8]-EDGE[15], POD[8]-AGGREGATION[5], 0.000019
POD[8]-EDGE[15], POD[8]-AGGREGATION[6], 0.000043
POD[8]-EDGE[15], POD[8]-AGGREGATION[7], 0.000040
POD[8]-EDGE[15], POD[8]-AGGREGATION[8], 0.000008
POD[8]-EDGE[15], POD[8]-AGGREGATION[9], 0.000044
POD[8]-EDGE[15], POD[8]-AGGREGATION[10], 0.000074
POD[8]-EDGE[15], POD[8]-AGGREGATION[11], 0.000082
POD[8]-EDGE[15], POD[8]-AGGREGATION[12], 0.000050
POD[8]-EDGE[15], POD[8]-AGGREGATION[13], 0.000023
POD[8]-EDGE[15], POD[8]-AGGREGATION[14], 0.000093
POD[8]-EDGE[15], POD[8]-AGGREGATION[15], 0.000007
POD[8]-EDGE[15], POD[8]-AGGREGATION[16], 0.000010
POD[8]-EDGE[15], POD[8]-AGGREGATION[17], 0.000036
POD[8]-EDGE[16], POD[8]-AGGREGATION[0], 0.000035
POD[8]-EDGE[16], POD[8]-AGGREGATION[1], 0.000088
POD[8]-EDGE[16], POD[8]-AGGREGATION[2], 0.000093
POD[8]-EDGE[16], POD[8]-AGGREGATION[3], 0.000016
POD[8]-EDGE[16], POD[8]-AGGREGATION[4], 0.000067
POD[8]-EDGE[16], POD[8]-AGGREGATION[5], 0.000098
POD[8]-EDGE[16], POD[8]-AGGREGATION[6], 0.000041
POD[8]-EDGE[16], POD[8]-AGGREGATION[7], 0.000096
POD[8]-EDGE[16], POD[8]-AGGREGATION[8], 0.000006
POD[8]-EDGE[16], POD[8]-AGGREGATION[9], 0.000064
POD[8]-EDGE[16], POD[8]-AGGREGATION[10], 0.000046
POD[8]-EDGE[16], POD[8]-AGGREGATION[11], 0.000063
POD[8]-EDGE[16], POD[8]-AGGREGATION[12], 0.000026
POD[8]-EDGE[16], POD[8]-AGGREGATION[13], 0.000095
POD[8]-EDGE[16], POD[8]-AGGREGATION[14], 0.000042
POD[8]-EDGE[16], POD[8]-AGGREGATION[15], 0.000083
POD[8]-EDGE[16], POD[8]-AGGREGATION[16], 0.000020
POD[8]-EDGE[16], POD[8]-AGGREGATION[17], 0.000080
POD[8]-EDGE[17], POD[8]-AGGREGATION[0], 0.000033
POD[8]-EDGE[17], POD[8]-AGGREGATION[1], 0.000089
POD[8]-EDGE[17], POD[8]-AGGREGATION[2], 0.000048
POD[8]-EDGE[17], POD[8]-AGGREGATION[3], 0.000032
POD[8]-EDGE[17], POD[8]-AGGREGATION[4], 0.000026
POD[8]-EDGE[17], POD[8]-AGGREGATION[5], 0.000042
POD[8]-EDGE[17], POD[8]-AGGREGATION[6], 0.000067
POD[8]-EDGE[17], POD[8]-AGGREGATION[7], 0.000062
POD[8]-EDGE[17], POD[8]-AGGREGATION[8], 0.000042
POD[8]-EDGE[17], POD[8]-AGGREGATION[9], 0.000043
POD[8]-EDGE[17], POD[8]-AGGREGATION[10], 0.000004
POD[8]-EDGE[17], POD[8]-AGGREGATION[11], 0.000074
POD[8]-EDGE[17], POD[8]-AGGREGATION[12], 0.000008
POD[8]-EDGE[17], POD[8]-AGGREGATION[13], 0.000095
POD[8]-EDGE[17], POD[8]-AGGREGATION[14], 0.000021
POD[8]-EDGE[17], POD[8]-AGGREGATION[15], 0.000020
POD[8]-EDGE[17], POD[8]-AGGREGATION[16], 0.000087
POD[8]-EDGE[17], POD[8]-AGGREGATION[17], 0.000041
POD[9]-EDGE[0], POD[9]-AGGREGATION[0], 0.000073
POD[9]-EDGE[0], POD[9]-AGGREGATION[1], 0.000041
POD[9]-EDGE[0], POD[9]-AGGREGATION[2], 0.000077
POD[9]-EDGE[0], POD[9]-AGGREGATION[3], 0.000086
POD[9]-EDGE[0], POD[9]-AGGREGATION[4], 0.000075
POD[9]-EDGE[0], POD[9]-AGGREGATION[5], 0.000047
POD[9]-EDGE[0], POD[9]-AGGREGATION[6], 0.000039
POD[9]-EDGE[0], POD[9]-AGGREGATION[7], 0.000046
POD[9]-EDGE[0], POD[9]-AGGREGATION[8], 0.000014
POD[9]-EDGE[0], POD[9]-AGGREGATION[9], 0.000050
POD[9]-EDGE[0], POD[9]-AGGREGATION[10], 0.000082
POD[9]-EDGE[0], POD[9]-AGGREGATION[11], 0.000014
POD[9]-EDGE[0], POD[9]-AGGREGATION[12], 0.000093
POD[9]-EDGE[0], POD[9]-AGGREGATION[13], 0.000071
POD[9]-EDGE[0], POD[9]-AGGREGATION[14], 0.000085
POD[9]-EDGE[0], POD[9]-AGGREGATION[15], 0.000040
POD[9]-EDGE[0], POD[9]-AGGREGATION[16], 0.000019
POD[9]-EDGE[0], POD[9]-AGGREGATION[17], 0.000038
POD[9]-EDGE[1], POD[9]-AGGREGATION[0], 0.000033
POD[9]-EDGE[1], POD[9]-AGGREGATION[1], 0.000048
POD[9]-EDGE[1], POD[9]-AGGREGATION[2], 0.000007
POD[9]-EDGE[1], POD[9]-AGGREGATION[3], 0.000023
POD[9]-EDGE[1], POD[9]-AGGREGATION[4], 0.000099
POD[9]-EDGE[1], POD[9]-AGGREGATION[5], 0.000077
POD[9]-EDGE[1], POD[9]-AGGREGATION[6], 0.000064
POD[9]-EDGE[1], POD[9]-AGGREGATION[7], 0.000029
POD[9]-EDGE[1], POD[9]-AGGREGATION[8], 0.000009
POD[9]-EDGE[1], POD[9]-AGGREGATION[9], 0.000009
POD[9]-EDGE[1], POD[9]-AGGREGATION[10], 0.000038
POD[9]-EDGE[1], POD[9]-AGGREGATION[11], 0.000055
POD[9]-EDGE[1], POD[9]-AGGREGATION[12], 0.000011
POD[9]-EDGE[1], POD[9]-AGGREGATION[13], 0.000052
POD[9]-EDGE[1], POD[9]-AGGREGATION[14], 0.000071
POD[9]-EDGE[1], POD[9]-AGGREGATION[15], 0.000010
POD[9]-EDGE[1], POD[9]-AGGREGATION[16], 0.000031
POD[9]-EDGE[1], POD[9]-AGGREGATION[17], 0.000055
POD[9]-EDGE[2], POD[9]-AGGREGATION[0], 0.000086
POD[9]-EDGE[2], POD[9]-AGGREGATION[1], 0.000005
POD[9]-EDGE[2], POD[9]-AGGREGATION[2], 0.000013
POD[9]-EDGE[2], POD[9]-AGGREGATION[3], 0.000073
POD[9]-EDGE[2], POD[9]-AGGREGATION[4], 0.000022
POD[9]-EDGE[2], POD[9]-AGGREGATION[5], 0.000082
POD[9]-EDGE[2], POD[9]-AGGREGATION[6], 0.000093
POD[9]-EDGE[2], POD[9]-AGGREGATION[7], 0.000006
POD[9]-EDGE[2], POD[9]-AGGREGATION[8], 0.000034
POD[9]-EDGE[2], POD[9]-AGGREGATION[9], 0.000031
POD[9]-EDGE[2], POD[9]-AGGREGATION[10], 0.000077
POD[9]-EDGE[2], POD[9]-AGGREGATION[11], 0.000000
POD[9]-EDGE[2], POD[9]-AGGREGATION[12], 0.000027
POD[9]-EDGE[2], POD[9]-AGGREGATION[13], 0.000086
POD[9]-EDGE[2], POD[9]-AGGREGATION[14], 0.000034
POD[9]-EDGE[2], POD[9]-AGGREGATION[15], 0.000095
POD[9]-EDGE[2], POD[9]-AGGREGATION[16], 0.000004
POD[9]-EDGE[2], POD[9]-AGGREGATION[17], 0.000053
POD[9]-EDGE[3], POD[9]-AGGREGATION[0], 0.000076
POD[9]-EDGE[3], POD[9]-AGGREGATION[1], 0.000090
POD[9]-EDGE[3], POD[9]-AGGREGATION[2], 0.000086
POD[9]-EDGE[3], POD[9]-AGGREGATION[3], 0.000067
POD[9]-EDGE[3], POD[9]-AGGREGATION[4], 0.000048
POD[9]-EDGE[3], POD[9]-AGGREGATION[5], 0.000081
POD[9]-EDGE[3], POD[9]-AGGREGATION[6], 0.000052
POD[9]-EDGE[3], POD[9]-AGGREGATION[7], 0.000030
POD[9]-EDGE[3], POD[9]-AGGREGATION[8], 0.000041
POD[9]-EDGE[3], POD[9]-AGGREGATION[9], 0.000022
POD[9]-EDGE[3], POD[9]-AGGREGATION[10], 0.000085
POD[9]-EDGE[3], POD[9]-AGGREGATION[11], 0.000081
POD[9]-EDGE[3], POD[9]-AGGREGATION[12], 0.000047
POD[9]-EDGE[3], POD[9]-AGGREGATION[13], 0.000078
POD[9]-EDGE[3], POD[9]-AGGREGATION[14], 0.000003
POD[9]-EDGE[3], POD[9]-AGGREGATION[15], 0.000029
POD[9]-EDGE[3], POD[9]-AGGREGATION[16], 0.000045
POD[9]-EDGE[3], POD[9]-AGGREGATION[17], 0.000091
POD[9]-EDGE[4], POD[9]-AGGREGATION[0], 0.000009
POD[9]-EDGE[4], POD[9]-AGGREGATION[1], 0.000025
POD[9]-EDGE[4], POD[9]-AGGREGATION[2], 0.000000
POD[9]-EDGE[4], POD[9]-AGGREGATION[3], 0.000060
POD[9]-EDGE[4], POD[9]-AGGREGATION[4], 0.000020
POD[9]-EDGE[4], POD[9]-AGGREGATION[5], 0.000047
POD[9]-EDGE[4], POD[9]-AGGREGATION[6], 0.000083
POD[9]-EDGE[4], POD[9]-AGGREGATION[7], 0.000017
POD[9]-EDGE[4], POD[9]-AGGREGATION[8], 0.000092
POD[9]-EDGE[4], POD[9]-AGGREGATION[9], 0.000070
POD[9]-EDGE[4], POD[9]-AGGREGATION[10], 0.000015
POD[9]-EDGE[4], POD[9]-AGGREGATION[11], 0.000094
POD[9]-EDGE[4], POD[9]-AGGREGATION[12], 0.000067
POD[9]-EDGE[4], POD[9]-AGGREGATION[13], 0.000081
POD[9]-EDGE[4], POD[9]-AGGREGATION[14], 0.000095
POD[9]-EDGE[4], POD[9]-AGGREGATION[15], 0.000098
POD[9]-EDGE[4], POD[9]-AGGREGATION[16], 0.000027
POD[9]-EDGE[4], POD[9]-AGGREGATION[17], 0.000072
POD[9]-EDGE[5], POD[9]-AGGREGATION[0], 0.000074
POD[9]-EDGE[5], POD[9]-AGGREGATION[1], 0.000079
POD[9]-EDGE[5], POD[9]-AGGREGATION[2], 0.000023
POD[9]-EDGE[5], POD[9]-AGGREGATION[3], 0.000002
POD[9]-EDGE[5], POD[9]-AGGREGATION[4], 0.000022
POD[9]-EDGE[5], POD[9]-AGGREGATION[5], 0.000051
POD[9]-EDGE[5], POD[9]-AGGREGATION[6], 0.000047
POD[9]-EDGE[5], POD[9]-AGGREGATION[7], 0.000064
POD[9]-EDGE[5], POD[9]-AGGREGATION[8], 0.000009
POD[9]-EDGE[5], POD[9]-AGGREGATION[9], 0.000010
POD[9]-EDGE[5], POD[9]-AGGREGATION[10], 0.000017
POD[9]-EDGE[5], POD[9]-AGGREGATION[11], 0.000053
POD[9]-EDGE[5], POD[9]-AGGREGATION[12], 0.000092
POD[9]-EDGE[5], POD[9]-AGGREGATION[13], 0.000061
POD[9]-EDGE[5], POD[9]-AGGREGATION[14], 0.000070
POD[9]-EDGE[5], POD[9]-AGGREGATION[15], 0.000068
POD[9]-EDGE[5], POD[9]-AGGREGATION[16], 0.000091
POD[9]-EDGE[5], POD[9]-AGGREGATION[17], 0.000034
POD[9]-EDGE[6], POD[9]-AGGREGATION[0], 0.000028
POD[9]-EDGE[6], POD[9]-AGGREGATION[1], 0.000007
POD[9]-EDGE[6], POD[9]-AGGREGATION[2], 0.000035
POD[9]-EDGE[6], POD[9]-AGGREGATION[3], 0.000066
POD[9]-EDGE[6], POD[9]-AGGREGATION[4], 0.000036
POD[9]-EDGE[6], POD[9]-AGGREGATION[5], 0.000024
POD[9]-EDGE[6], POD[9]-AGGREGATION[6], 0.000006
POD[9]-EDGE[6], POD[9]-AGGREGATION[7], 0.000016
POD[9]-EDGE[6], POD[9]-AGGREGATION[8], 0.000056
POD[9]-EDGE[6], POD[9]-AGGREGATION[9], 0.000006
POD[9]-EDGE[6], POD[9]-AGGREGATION[10], 0.000038
POD[9]-EDGE[6], POD[9]-AGGREGATION[11], 0.000061
POD[9]-EDGE[6], POD[9]-AGGREGATION[12], 0.000002
POD[9]-EDGE[6], POD[9]-AGGREGATION[13], 0.000025
POD[9]-EDGE[6], POD[9]-AGGREGATION[14], 0.000077
POD[9]-EDGE[6], POD[9]-AGGREGATION[15], 0.000004
POD[9]-EDGE[6], POD[9]-AGGREGATION[16], 0.000092
POD[9]-EDGE[6], POD[9]-AGGREGATION[17], 0.000095
POD[9]-EDGE[7], POD[9]-AGGREGATION[0], 0.000029
POD[9]-EDGE[7], POD[9]-AGGREGATION[1], 0.000056
POD[9]-EDGE[7], POD[9]-AGGREGATION[2], 0.000034
POD[9]-EDGE[7], POD[9]-AGGREGATION[3], 0.000058
POD[9]-EDGE[7], POD[9]-AGGREGATION[4], 0.000019
POD[9]-EDGE[7], POD[9]-AGGREGATION[5], 0.000046
POD[9]-EDGE[7], POD[9]-AGGREGATION[6], 0.000008
POD[9]-EDGE[7], POD[9]-AGGREGATION[7], 0.000045
POD[9]-EDGE[7], POD[9]-AGGREGATION[8], 0.000023
POD[9]-EDGE[7], POD[9]-AGGREGATION[9], 0.000040
POD[9]-EDGE[7], POD[9]-AGGREGATION[10], 0.000020
POD[9]-EDGE[7], POD[9]-AGGREGATION[11], 0.000069
POD[9]-EDGE[7], POD[9]-AGGREGATION[12], 0.000080
POD[9]-EDGE[7], POD[9]-AGGREGATION[13], 0.000085
POD[9]-EDGE[7], POD[9]-AGGREGATION[14], 0.000057
POD[9]-EDGE[7], POD[9]-AGGREGATION[15], 0.000016
POD[9]-EDGE[7], POD[9]-AGGREGATION[16], 0.000058
POD[9]-EDGE[7], POD[9]-AGGREGATION[17], 0.000027
POD[9]-EDGE[8], POD[9]-AGGREGATION[0], 0.000007
POD[9]-EDGE[8], POD[9]-AGGREGATION[1], 0.000069
POD[9]-EDGE[8], POD[9]-AGGREGATION[2], 0.000004
POD[9]-EDGE[8], POD[9]-AGGREGATION[3], 0.000049
POD[9]-EDGE[8], POD[9]-AGGREGATION[4], 0.000007
POD[9]-EDGE[8], POD[9]-AGGREGATION[5], 0.000047
POD[9]-EDGE[8], POD[9]-AGGREGATION[6], 0.000095
POD[9]-EDGE[8], POD[9]-AGGREGATION[7], 0.000014
POD[9]-EDGE[8], POD[9]-AGGREGATION[8], 0.000050
POD[9]-EDGE[8], POD[9]-AGGREGATION[9], 0.000062
POD[9]-EDGE[8], POD[9]-AGGREGATION[10], 0.000060
POD[9]-EDGE[8], POD[9]-AGGREGATION[11], 0.000088
POD[9]-EDGE[8], POD[9]-AGGREGATION[12], 0.000062
POD[9]-EDGE[8], POD[9]-AGGREGATION[13], 0.000070
POD[9]-EDGE[8], POD[9]-AGGREGATION[14], 0.000069
POD[9]-EDGE[8], POD[9]-AGGREGATION[15], 0.000067
POD[9]-EDGE[8], POD[9]-AGGREGATION[16], 0.000052
POD[9]-EDGE[8], POD[9]-AGGREGATION[17], 0.000099
POD[9]-EDGE[9], POD[9]-AGGREGATION[0], 0.000092
POD[9]-EDGE[9], POD[9]-AGGREGATION[1], 0.000016
POD[9]-EDGE[9], POD[9]-AGGREGATION[2], 0.000040
POD[9]-EDGE[9], POD[9]-AGGREGATION[3], 0.000099
POD[9]-EDGE[9], POD[9]-AGGREGATION[4], 0.000066
POD[9]-EDGE[9], POD[9]-AGGREGATION[5], 0.000052
POD[9]-EDGE[9], POD[9]-AGGREGATION[6], 0.000084
POD[9]-EDGE[9], POD[9]-AGGREGATION[7], 0.000009
POD[9]-EDGE[9], POD[9]-AGGREGATION[8], 0.000037
POD[9]-EDGE[9], POD[9]-AGGREGATION[9], 0.000056
POD[9]-EDGE[9], POD[9]-AGGREGATION[10], 0.000055
POD[9]-EDGE[9], POD[9]-AGGREGATION[11], 0.000057
POD[9]-EDGE[9], POD[9]-AGGREGATION[12], 0.000034
POD[9]-EDGE[9], POD[9]-AGGREGATION[13], 0.000012
POD[9]-EDGE[9], POD[9]-AGGREGATION[14], 0.000025
POD[9]-EDGE[9], POD[9]-AGGREGATION[15], 0.000019
POD[9]-EDGE[9], POD[9]-AGGREGATION[16], 0.000037
POD[9]-EDGE[9], POD[9]-AGGREGATION[17], 0.000098
POD[9]-EDGE[10], POD[9]-AGGREGATION[0], 0.000078
POD[9]-EDGE[10], POD[9]-AGGREGATION[1], 0.000087
POD[9]-EDGE[10], POD[9]-AGGREGATION[2], 0.000043
POD[9]-EDGE[10], POD[9]-AGGREGATION[3], 0.000093
POD[9]-EDGE[10], POD[9]-AGGREGATION[4], 0.000014
POD[9]-EDGE[10], POD[9]-AGGREGATION[5], 0.000099
POD[9]-EDGE[10], POD[9]-AGGREGATION[6], 0.000061
POD[9]-EDGE[10], POD[9]-AGGREGATION[7], 0.000052
POD[9]-EDGE[10], POD[9]-AGGREGATION[8], 0.000001
POD[9]-EDGE[10], POD[9]-AGGREGATION[9], 0.000057
POD[9]-EDGE[10], POD[9]-AGGREGATION[10], 0.000007
POD[9]-EDGE[10], POD[9]-AGGREGATION[11], 0.000099
POD[9]-EDGE[10], POD[9]-AGGREGATION[12], 0.000007
POD[9]-EDGE[10], POD[9]-AGGREGATION[13], 0.000054
POD[9]-EDGE[10], POD[9]-AGGREGATION[14], 0.000049
POD[9]-EDGE[10], POD[9]-AGGREGATION[15], 0.000063
POD[9]-EDGE[10], POD[9]-AGGREGATION[16], 0.000020
POD[9]-EDGE[10], POD[9]-AGGREGATION[17], 0.000001
POD[9]-EDGE[11], POD[9]-AGGREGATION[0], 0.000029
POD[9]-EDGE[11], POD[9]-AGGREGATION[1], 0.000007
POD[9]-EDGE[11], POD[9]-AGGREGATION[2], 0.000027
POD[9]-EDGE[11], POD[9]-AGGREGATION[3], 0.000076
POD[9]-EDGE[11], POD[9]-AGGREGATION[4], 0.000014
POD[9]-EDGE[11], POD[9]-AGGREGATION[5], 0.000067
POD[9]-EDGE[11], POD[9]-AGGREGATION[6], 0.000099
POD[9]-EDGE[11], POD[9]-AGGREGATION[7], 0.000014
POD[9]-EDGE[11], POD[9]-AGGREGATION[8], 0.000063
POD[9]-EDGE[11], POD[9]-AGGREGATION[9], 0.000071
POD[9]-EDGE[11], POD[9]-AGGREGATION[10], 0.000096
POD[9]-EDGE[11], POD[9]-AGGREGATION[11], 0.000024
POD[9]-EDGE[11], POD[9]-AGGREGATION[12], 0.000064
POD[9]-EDGE[11], POD[9]-AGGREGATION[13], 0.000070
POD[9]-EDGE[11], POD[9]-AGGREGATION[14], 0.000006
POD[9]-EDGE[11], POD[9]-AGGREGATION[15], 0.000045
POD[9]-EDGE[11], POD[9]-AGGREGATION[16], 0.000086
POD[9]-EDGE[11], POD[9]-AGGREGATION[17], 0.000032
POD[9]-EDGE[12], POD[9]-AGGREGATION[0], 0.000013
POD[9]-EDGE[12], POD[9]-AGGREGATION[1], 0.000069
POD[9]-EDGE[12], POD[9]-AGGREGATION[2], 0.000070
POD[9]-EDGE[12], POD[9]-AGGREGATION[3], 0.000014
POD[9]-EDGE[12], POD[9]-AGGREGATION[4], 0.000049
POD[9]-EDGE[12], POD[9]-AGGREGATION[5], 0.000066
POD[9]-EDGE[12], POD[9]-AGGREGATION[6], 0.000040
POD[9]-EDGE[12], POD[9]-AGGREGATION[7], 0.000014
POD[9]-EDGE[12], POD[9]-AGGREGATION[8], 0.000017
POD[9]-EDGE[12], POD[9]-AGGREGATION[9], 0.000078
POD[9]-EDGE[12], POD[9]-AGGREGATION[10], 0.000031
POD[9]-EDGE[12], POD[9]-AGGREGATION[11], 0.000055
POD[9]-EDGE[12], POD[9]-AGGREGATION[12], 0.000037
POD[9]-EDGE[12], POD[9]-AGGREGATION[13], 0.000044
POD[9]-EDGE[12], POD[9]-AGGREGATION[14], 0.000095
POD[9]-EDGE[12], POD[9]-AGGREGATION[15], 0.000016
POD[9]-EDGE[12], POD[9]-AGGREGATION[16], 0.000047
POD[9]-EDGE[12], POD[9]-AGGREGATION[17], 0.000066
POD[9]-EDGE[13], POD[9]-AGGREGATION[0], 0.000047
POD[9]-EDGE[13], POD[9]-AGGREGATION[1], 0.000048
POD[9]-EDGE[13], POD[9]-AGGREGATION[2], 0.000028
POD[9]-EDGE[13], POD[9]-AGGREGATION[3], 0.000056
POD[9]-EDGE[13], POD[9]-AGGREGATION[4], 0.000036
POD[9]-EDGE[13], POD[9]-AGGREGATION[5], 0.000008
POD[9]-EDGE[13], POD[9]-AGGREGATION[6], 0.000081
POD[9]-EDGE[13], POD[9]-AGGREGATION[7], 0.000023
POD[9]-EDGE[13], POD[9]-AGGREGATION[8], 0.000010
POD[9]-EDGE[13], POD[9]-AGGREGATION[9], 0.000005
POD[9]-EDGE[13], POD[9]-AGGREGATION[10], 0.000090
POD[9]-EDGE[13], POD[9]-AGGREGATION[11], 0.000096
POD[9]-EDGE[13], POD[9]-AGGREGATION[12], 0.000079
POD[9]-EDGE[13], POD[9]-AGGREGATION[13], 0.000079
POD[9]-EDGE[13], POD[9]-AGGREGATION[14], 0.000017
POD[9]-EDGE[13], POD[9]-AGGREGATION[15], 0.000037
POD[9]-EDGE[13], POD[9]-AGGREGATION[16], 0.000044
POD[9]-EDGE[13], POD[9]-AGGREGATION[17], 0.000002
POD[9]-EDGE[14], POD[9]-AGGREGATION[0], 0.000087
POD[9]-EDGE[14], POD[9]-AGGREGATION[1], 0.000049
POD[9]-EDGE[14], POD[9]-AGGREGATION[2], 0.000070
POD[9]-EDGE[14], POD[9]-AGGREGATION[3], 0.000092
POD[9]-EDGE[14], POD[9]-AGGREGATION[4], 0.000033
POD[9]-EDGE[14], POD[9]-AGGREGATION[5], 0.000014
POD[9]-EDGE[14], POD[9]-AGGREGATION[6], 0.000065
POD[9]-EDGE[14], POD[9]-AGGREGATION[7], 0.000080
POD[9]-EDGE[14], POD[9]-AGGREGATION[8], 0.000015
POD[9]-EDGE[14], POD[9]-AGGREGATION[9], 0.000023
POD[9]-EDGE[14], POD[9]-AGGREGATION[10], 0.000002
POD[9]-EDGE[14], POD[9]-AGGREGATION[11], 0.000081
POD[9]-EDGE[14], POD[9]-AGGREGATION[12], 0.000030
POD[9]-EDGE[14], POD[9]-AGGREGATION[13], 0.000044
POD[9]-EDGE[14], POD[9]-AGGREGATION[14], 0.000052
POD[9]-EDGE[14], POD[9]-AGGREGATION[15], 0.000043
POD[9]-EDGE[14], POD[9]-AGGREGATION[16], 0.000002
POD[9]-EDGE[14], POD[9]-AGGREGATION[17], 0.000081
POD[9]-EDGE[15], POD[9]-AGGREGATION[0], 0.000014
POD[9]-EDGE[15], POD[9]-AGGREGATION[1], 0.000014
POD[9]-EDGE[15], POD[9]-AGGREGATION[2], 0.000096
POD[9]-EDGE[15], POD[9]-AGGREGATION[3], 0.000015
POD[9]-EDGE[15], POD[9]-AGGREGATION[4], 0.000095
POD[9]-EDGE[15], POD[9]-AGGREGATION[5], 0.000069
POD[9]-EDGE[15], POD[9]-AGGREGATION[6], 0.000024
POD[9]-EDGE[15], POD[9]-AGGREGATION[7], 0.000032
POD[9]-EDGE[15], POD[9]-AGGREGATION[8], 0.000081
POD[9]-EDGE[15], POD[9]-AGGREGATION[9], 0.000088
